id,roi,method,ref,populations,ecotypes,caption,caption_alt,qtl_trait,qtl_trait_alt,qtl_functioncat1,qtl_cat,qtl_pve,candidate_gene,candidate_gene_long,candidate_gene_ensembl,candidate_region,candidate_function,remarks,GLA_chr_start,GLA_pos_start,GLA_chr_end,GLA_pos_end,GLA_chr_regstart,pos_regstart_GLA,GLA_chr_regend,GLA_pos_regend,GLA_overlap_definition,GLA_chr_ovstart,GLA_pos_ovstart,GLA_chr_ovend,GLA_pos_ovend,GLA_masked
2320,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIV,13323371,chrIV,13348370,,NA,,NA,exact region as reported,chrIV,13323371,chrIV,13348370,NA
2321,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIV,14849034,chrIV,14898784,,NA,,NA,exact region as reported,chrIV,14849034,chrIV,14898784,NA
2322,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIV,15334869,chrIV,15370269,,NA,,NA,exact region as reported,chrIV,15334869,chrIV,15370269,NA
2323,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIV,27063626,chrIV,26912404,,NA,,NA,exact region as reported,chrIV,26912404,chrIV,27063626,NA
2324,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIV,30128271,chrIV,30142760,,NA,,NA,exact region as reported,chrIV,30128271,chrIV,30142760,NA
2325,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,13305497,chrIX,13280997,,NA,,NA,exact region as reported,chrIX,13280997,chrIX,13305497,NA
2326,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,12997821,chrIX,12960822,,NA,,NA,exact region as reported,chrIX,12960822,chrIX,12997821,NA
2327,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,12958645,chrIX,12927641,,NA,,NA,exact region as reported,chrIX,12927641,chrIX,12958645,NA
2328,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,12616135,chrIX,12583136,,NA,,NA,exact region as reported,chrIX,12583136,chrIX,12616135,NA
2329,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,12047311,chrIX,12027312,,NA,,NA,exact region as reported,chrIX,12027312,chrIX,12047311,NA
2330,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,10533549,chrIX,10498550,,NA,,NA,exact region as reported,chrIX,10498550,chrIX,10533549,NA
2331,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,7133765,chrIX,7103333,,NA,,NA,exact region as reported,chrIX,7103333,chrIX,7133765,NA
2332,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,6224707,chrIX,6212408,,NA,,NA,exact region as reported,chrIX,6212408,chrIX,6224707,NA
2333,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,5940649,chrIX,5922215,,NA,,NA,exact region as reported,chrIX,5922215,chrIX,5940649,NA
2334,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,5835657,chrIX,5803145,,NA,,NA,exact region as reported,chrIX,5803145,chrIX,5835657,NA
2335,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,5115358,chrIX,5056097,,NA,,NA,exact region as reported,chrIX,5056097,chrIX,5115358,NA
2336,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrIX,20196130,chrIX,20089398,,NA,,NA,exact region as reported,chrIX,20089398,chrIX,20196130,NA
2337,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrV,10660907,chrV,10625804,,NA,,NA,exact region as reported,chrV,10625804,chrV,10660907,NA
2338,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVI,10563886,chrVI,10606960,,NA,,NA,exact region as reported,chrVI,10563886,chrVI,10606960,NA
2339,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,5516963,chrVII,5551417,,NA,,NA,exact region as reported,chrVII,5516963,chrVII,5551417,NA
2340,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,14606408,chrVII,14634407,,NA,,NA,exact region as reported,chrVII,14606408,chrVII,14634407,NA
2341,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,16765762,chrVII,16874917,,NA,,NA,exact region as reported,chrVII,16765762,chrVII,16874917,NA
2342,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,17946647,chrVII,17986797,,NA,,NA,exact region as reported,chrVII,17946647,chrVII,17986797,NA
2343,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,18091676,chrVII,18132300,,NA,,NA,exact region as reported,chrVII,18091676,chrVII,18132300,NA
2344,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,19334846,chrVII,19367573,,NA,,NA,exact region as reported,chrVII,19334846,chrVII,19367573,NA
2345,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,20629493,chrVII,20660476,,NA,,NA,exact region as reported,chrVII,20629493,chrVII,20660476,NA
2346,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,20831919,chrVII,20853918,,NA,,NA,exact region as reported,chrVII,20831919,chrVII,20853918,NA
2347,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,21268540,chrVII,21310539,,NA,,NA,exact region as reported,chrVII,21268540,chrVII,21310539,NA
2348,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,21350971,chrVII,21373970,,NA,,NA,exact region as reported,chrVII,21350971,chrVII,21373970,NA
2349,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,22828553,chrVII,22851858,,NA,,NA,exact region as reported,chrVII,22828553,chrVII,22851858,NA
2350,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,23757780,chrVII,23803779,,NA,,NA,exact region as reported,chrVII,23757780,chrVII,23803779,NA
2351,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVII,27052094,chrVII,27128093,,NA,,NA,exact region as reported,chrVII,27052094,chrVII,27128093,NA
2352,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrVIII,13158544,chrVIII,13194543,,NA,,NA,exact region as reported,chrVIII,13158544,chrVIII,13194543,NA
2353,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,8239449,chrX,8251448,,NA,,NA,exact region as reported,chrX,8239449,chrX,8251448,NA
2354,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,8597093,chrX,8626248,,NA,,NA,exact region as reported,chrX,8597093,chrX,8626248,NA
2355,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,10514028,chrX,10537027,,NA,,NA,exact region as reported,chrX,10514028,chrX,10537027,NA
2356,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,10947055,chrX,10992358,,NA,,NA,exact region as reported,chrX,10947055,chrX,10992358,NA
2357,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,11621205,chrX,11639204,,NA,,NA,exact region as reported,chrX,11621205,chrX,11639204,NA
2358,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,11798357,chrX,11847623,,NA,,NA,exact region as reported,chrX,11798357,chrX,11847623,NA
2359,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,12025690,chrX,12042950,,NA,,NA,exact region as reported,chrX,12025690,chrX,12042950,NA
2360,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,12168714,chrX,12225908,,NA,,NA,exact region as reported,chrX,12168714,chrX,12225908,NA
2361,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrX,12767164,chrX,12829844,,NA,,NA,exact region as reported,chrX,12767164,chrX,12829844,NA
2362,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXI,8452538,chrXI,8470184,,NA,,NA,exact region as reported,chrXI,8452538,chrXI,8470184,NA
2363,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXI,9035258,chrXI,9049337,,NA,,NA,exact region as reported,chrXI,9035258,chrXI,9049337,NA
2364,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,1954574,chrXII,2010758,,NA,,NA,exact region as reported,chrXII,1954574,chrXII,2010758,NA
2365,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,18364586,chrXII,18321136,,NA,,NA,exact region as reported,chrXII,18321136,chrXII,18364586,NA
2366,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,18043390,chrXII,18017877,,NA,,NA,exact region as reported,chrXII,18017877,chrXII,18043390,NA
2367,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,17593439,chrXII,17558264,,NA,,NA,exact region as reported,chrXII,17558264,chrXII,17593439,NA
2368,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,17353451,chrXII,17316380,,NA,,NA,exact region as reported,chrXII,17316380,chrXII,17353451,NA
2369,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,15852239,chrXII,15834167,,NA,,NA,exact region as reported,chrXII,15834167,chrXII,15852239,NA
2370,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,7752612,chrXII,7706613,,NA,,NA,exact region as reported,chrXII,7706613,chrXII,7752612,NA
2371,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,7677067,chrXII,7588469,,NA,,NA,exact region as reported,chrXII,7588469,chrXII,7677067,NA
2372,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,7566477,chrXII,7511285,,NA,,NA,exact region as reported,chrXII,7511285,chrXII,7566477,NA
2373,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,6684056,chrXII,6678056,,NA,,NA,exact region as reported,chrXII,6678056,chrXII,6684056,NA
2374,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,6422063,chrXII,6407064,,NA,,NA,exact region as reported,chrXII,6407064,chrXII,6422063,NA
2375,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXII,5365913,chrXII,5330664,,NA,,NA,exact region as reported,chrXII,5330664,chrXII,5365913,NA
2376,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,1474264,chrXIII,1334992,,NA,,NA,exact region as reported,chrXIII,1334992,chrXIII,1474264,NA
2377,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,1276942,chrXIII,1206459,,NA,,NA,exact region as reported,chrXIII,1206459,chrXIII,1276942,NA
2378,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,15910,chrXIII,1552216,,NA,,NA,exact region as reported,chrXIII,15910,chrXIII,1552216,NA
2379,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,2960499,chrXIII,2986859,,NA,,NA,exact region as reported,chrXIII,2960499,chrXIII,2986859,NA
2380,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,6936682,chrXIII,6966411,,NA,,NA,exact region as reported,chrXIII,6936682,chrXIII,6966411,NA
2381,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,7848351,chrXIII,7921728,,NA,,NA,exact region as reported,chrXIII,7848351,chrXIII,7921728,NA
2382,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,8191582,chrXIII,8270033,,NA,,NA,exact region as reported,chrXIII,8191582,chrXIII,8270033,NA
2383,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,8501372,chrXIII,8534372,,NA,,NA,exact region as reported,chrXIII,8501372,chrXIII,8534372,NA
2384,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,8689353,chrXIII,8727457,,NA,,NA,exact region as reported,chrXIII,8689353,chrXIII,8727457,NA
2385,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,8821620,chrXIII,8870619,,NA,,NA,exact region as reported,chrXIII,8821620,chrXIII,8870619,NA
2386,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,8871329,chrXIII,8960771,,NA,,NA,exact region as reported,chrXIII,8871329,chrXIII,8960771,NA
2387,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,8965995,chrXIII,9005994,,NA,,NA,exact region as reported,chrXIII,8965995,chrXIII,9005994,NA
2388,Outlier region,"outlier analysis, whole-genome, Fst sliding window vs genome average (permutation approach)",Feulner et al. 2015 PLoS Genetics,"Two German, one Norway, US, Canada lake-stream pair",lake_stream,LS,,,,outlier,,NA,,,,,,"outlier in 1 (G1) of 5 lake-stream pairs, Tab. S6",chrXIII,9145298,chrXIII,9173731,,NA,,NA,exact region as reported,chrXIII,9145298,chrXIII,9173731,NA
